NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,위도,경도
20831,김옥진치과의원,치과의원,02-354-8502,3398,"서울특별시 은평구 역말로 103, (역촌동)",,37.6085606,126.9202621
20832,서울이웃치과의원,치과의원,02-3152-2875,3442,"서울특별시 은평구 증산로 405, 2층 (신사동)",,37.5925156,126.9137009
20833,구로현대의원,의원,02-864-2559,8282,"서울특별시 구로구 구로동로 179, (구로동)",,37.4943967,126.8826004
20834,연세치과의원,치과의원,02-862-0451,8282,"서울특별시 구로구 구로동로 179, (구로동)",,37.4943967,126.8826004
20835,하나약국,약국,02-851-9945,8282,"서울특별시 구로구 구로동로 179, (구로동)",,37.4943967,126.8826004
20836,기린약국,약국,,7281,"서울특별시 영등포구 선유로 49, 2층 204호 (문래동6가, 미주프라자아파트)",,37.5183003,126.8887569
20837,문래한마음내과의원,의원,02-2677-7171,7281,"서울특별시 영등포구 선유로 49, 201~202호 (문래동6가, 미주프라자아파트)",,37.5183003,126.8887569
20838,더봄재활의학과의원,의원,02-2676-8588,7281,"서울특별시 영등포구 선유로 59, 202호 (문래동6가, 문래 아카데미)",,37.5192659,126.8890164
20839,마음약국,약국,02-2678-9135,7281,"서울특별시 영등포구 선유로 59, (문래동6가)",,37.5192659,126.8890164
20840,백세한의원,한의원,02-304-0300,3452,"서울특별시 은평구 증산로 413, 2층 (신사동)",,37.5931478,126.9138645
20841,성모속튼튼내과의원,의원,02-2671-5656,7281,"서울특별시 영등포구 선유로 59, 문래 아카데미 4층 403, 405호 (문래동6가)",sokgood.com,37.5192659,126.8890164
20842,킴앤리소아청소년과이비인후과의원,의원,02-2677-7575,7281,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",,37.5192659,126.8890164
20843,햇살가득한치과의원,치과의원,02-3667-7528,7281,"서울특별시 영등포구 선유로 59, 802호 (문래동6가, 문래아카데미)",,37.5192659,126.8890164
20844,강북제일외과의원,의원,02-359-9363,3398,"서울특별시 은평구 역말로 101, 토마스빌딩 2,3층 (역촌동)",,37.6084684,126.9201196
20845,상쾌한온누리약국,약국,02-382-6602,3398,"서울특별시 은평구 역말로 101, 토마스빌딩 101호 (역촌동)",,37.6084684,126.9201196
20846,가산시그니처정형외과의원,의원,02-6959-0675,8503,"서울특별시 금천구 가산디지털2로 144, 현대테라타워 가산DK 2층 211,212,213,214호 (가산동)",,37.480953,126.8794219
20847,닥터오의원,의원,02-2263-5553,7281,"서울특별시 영등포구 선유로 63, EEU동신타워 402,403호 (문래동6가)",,37.5196453,126.8890683
20848,류운석내과의원,의원,02-2635-8500,7281,"서울특별시 영등포구 선유로 63, 301-2호 (문래동6가, 동신타워)",http://www.ryuwounseokim.co.kr/,37.5196453,126.8890683
20849,마인드터치정신건강의학과의원,의원,02-6745-0010,7281,"서울특별시 영등포구 선유로 63, EEU동신타워 6층 601호 (문래동6가)",,37.5196453,126.8890683
20850,메이플치과의원,치과의원,02-2635-2833,7281,"서울특별시 영등포구 선유로 63, EEU동신타워 3층 306호 (문래동6가)",,37.5196453,126.8890683
20851,삼성맑은이비인후과의원,의원,02-2672-0505,7281,"서울특별시 영등포구 선유로 63, EEU동신타워 2층 206호 (문래동6가)",,37.5196453,126.8890683
20852,성모참플러스정형외과의원,의원,02-6952-5201,7281,"서울특별시 영등포구 선유로 63, 604호 (문래동6가, EEU동신타워)",,37.5196453,126.8890683
20853,수온누리약국,약국,02-3667-7092,7281,"서울특별시 영등포구  선유로 63, (문래동6가)",,37.5196453,126.8890683
20854,아이엔여기한의원,한의원,02-6212-1075,7281,"서울특별시 영등포구 선유로 63, EEU동신타워 3층 304호 (문래동6가)",,37.5196453,126.8890683
20855,서울삼성요양병원,요양병원,02-6951-1192,7281,"서울특별시 영등포구 선유로 51, 파인그라드빌딩 b1~8층 (문래동6가)",,37.5185968,126.8887213
20856,나눔한의원,한의원,02-355-1075,3349,"서울특별시 은평구 연서로 276, 2층 (불광동)",,37.620655,126.9252644
20857,리드힐병원,병원,02-382-7700,3409,"서울특별시 은평구 연서로 10, 지하2~지상9층 (역촌동)",,37.6000012,126.9164512
20858,석비뇨기과의원,의원,02-362-3125,7206,"서울특별시 영등포구 양평로22길 4, 2층 (양평동4가)",http://,37.5381289,126.8943686
20859,경희효인한의원,한의원,02-6213-1075,3349,"서울특별시 은평구 연서로 274, 2층 (불광동)",,37.6205797,126.9251163
20860,큰솔약국,약국,02-383-8869,3409,"서울특별시 은평구 연서로 12, 청암빌딩 1층 (역촌동)",,37.6001319,126.9164244
20861,연세제일내과의원,의원,02-6010-1140,3349,"서울특별시 은평구 연서로32길 3, 정원빌딩 5층 (불광동)",,37.6203711,126.9249783
20862,연신내정형외과의원,의원,02-357-8872,3349,"서울특별시 은평구 연서로32길 3, (불광동)",,37.6203711,126.9249783
20863,연신종로약국,약국,02-359-4341,3349,"서울특별시 은평구 연서로32길 3, (불광동, 남재빌딩)",,37.6203711,126.9249783
20864,은평성모이비인후과의원,의원,02-389-0100,3349,"서울특별시 은평구 연서로32길 3, 정원빌딩 4층 (불광동)",,37.6203711,126.9249783
20865,정 치과보존과 치과의원,치과의원,02-6351-2879,3349,"서울특별시 은평구 연서로32길 3, 정원빌딩 6층 (불광동)",,37.6203711,126.9249783
20866,허브약국,약국,,7208,"서울특별시 영등포구 선유로49길 36, 1층 (양평동4가)",,37.5373165,126.8940034
20867,강변내과의원,의원,02-375-9300,3442,"서울특별시 은평구 가좌로 271, 3,4층 (신사동)",,37.5928489,126.9134313
20868,강변정형외과의원,의원,02-307-5400,3442,"서울특별시 은평구 가좌로 271, (신사동, 2,5,6,7층)",,37.5928489,126.9134313
20869,드림유비뇨기과의원,의원,02-3151-0304,3442,"서울특별시 은평구 가좌로 271, 9,10층 (신사동)",http://www.dreamuclinic.co.kr,37.5928489,126.9134313
20870,연세필승치과의원,치과의원,02-303-7522,3442,"서울특별시 은평구 가좌로 271, 위산빌딩 8층 (신사동)",,37.5928489,126.9134313
20871,행복이꽃피는약국,약국,02-308-7475,3442,"서울특별시 은평구 가좌로 271, (신사동)",,37.5928489,126.9134313
20872,서울은빛요양병원,요양병원,02-2634-7000,7203,"서울특별시 영등포구 양평로22사길 9, (양평동5가)",http://seoulchamhospital.co.kr,37.5408377,126.8950234
20873,영신치과의원,치과의원,02-359-2875,3342,"서울특별시 은평구 연서로 277-1, (불광동)",,37.6211546,126.9252099
20874,하나로약국,약국,02-388-6397,3342,"서울특별시 은평구 연서로 277-1, (불광동)",,37.6211546,126.9252099
20875,라파한의원,한의원,02-6092-1075,8208,"서울특별시 구로구 경인로 643, 207,213호 (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20876,세계로온누리약국,약국,02-2631-7351,8208,"서울특별시 구로구 경인로 643, 1층 (신도림동, 동아2차아파트상가)",,37.5090558,126.885815
20877,에스준의원,의원,02-6959-5990,8208,"서울특별시 구로구 경인로 643, 205동 221호 (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20878,이온한의원,한의원,02-2675-1074,8208,"서울특별시 구로구 경인로 643, 205동 202,203호 (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20879,전안과의원,의원,02-2632-9723,8208,"서울특별시 구로구 경인로 643, 205동 201호 (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20880,탑치과의원,치과의원,02-2678-2804,8208,"서울특별시 구로구 경인로 643, (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20881,한사랑의원,의원,02-2068-0399,8208,"서울특별시 구로구 경인로 643, (신도림동, 신도림2차동아아파트)",,37.5090558,126.885815
20882,이태준김재민내과의원,의원,02-359-6397,3342,"서울특별시 은평구 연서로 277, 지1,1,2층 (불광동)",http://www.ltjmed.co.kr,37.6210849,126.9251079
20883,수정프라자약국,약국,02-2677-3621,7205,"서울특별시 영등포구 양평로22길 7, (양평동5가)",,37.5385096,126.8941551
20884,양평성모의원,의원,02-2633-8495,7205,"서울특별시 영등포구 양평로22길 7, (양평동5가)",,37.5385096,126.8941551
20885,황정욱한의원,한의원,02-351-3155,3350,"서울특별시 은평구 연서로 270-1, (불광동)",,37.6204342,126.9247686
20886,이엔유치과의원,치과의원,02-786-2879,3499,"서울특별시 은평구 증산로 307, 2층 (증산동)",,37.5845573,126.9100079
20887,최태식치과의원,치과의원,02-353-4045,3350,"서울특별시 은평구 연서로 270, (불광동)",,37.6203469,126.9246787
20888,한울치과의원,치과의원,303-4037,3938,"서울특별시 마포구 월드컵로 196, 201호 (성산동, 대명비첸시티오피스텔)",,37.5647999,126.9027413
20889,동의보감한의원,한의원,306-1075,3941,"서울특별시 마포구 월드컵북로 224, 2층 206호 (성산동, 청화상가)",,37.5698817,126.9045075
20890,스마일치과의원,치과의원,02-303-2080,3941,"서울특별시 마포구 월드컵북로 224, 2층 203호,204호,205호 (성산동)",,37.5698817,126.9045075
20891,은약국,약국,,3941,"서울특별시 마포구 월드컵북로 224, 209호 (성산동)",,37.5698817,126.9045075
20892,조환석내과의원,의원,02-307-9107,3941,"서울특별시 마포구 월드컵북로 224, 201,202,301호 (성산동)",,37.5698817,126.9045075
20893,바른치과의원,치과의원,02-353-2875,3342,"서울특별시 은평구 연서로 275, 2층 (불광동)",,37.6209334,126.9248711
20894,연신내경희한의원,한의원,02-353-0010,3342,"서울특별시 은평구 연서로 275, 1층 (불광동)",,37.6209334,126.9248711
20895,원치과의원,치과의원,02-376-7007,3499,"서울특별시 은평구 증산로 305, (증산동)",http://wondental.co.kr/,37.5843756,126.9098299
20896,연신내사암한의원,한의원,02-6956-5009,3350,"서울특별시 은평구 연서로 268, 2층 201호 (불광동)",,37.6202383,126.9245493
20897,에스치과의원,치과의원,02-2676-7528,7205,"서울특별시 영등포구 양평로 126, (양평동5가)",,37.5382385,126.8939337
20898,다송약국,약국,02-2633-0118,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 109호 (신도림동)",,37.5077076,126.8852072
20899,더맑은의원,의원,02-3439-7333,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 2층 일부호 (신도림동)",http://theclearskin.co.kr/,37.5077076,126.8852072
20900,신도림퍼스트정형외과의원,의원,02-2677-5566,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 2층 206~8, 209일부호 (신도림동)",,37.5077076,126.8852072
20901,앙센치과의원,치과의원,02-2637-7077,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 202호 (신도림동)",,37.5077076,126.8852072
20902,오율의원 신도림점,의원,02-2039-7533,8207,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 2층 209일부,210,211호 (신도림동)",,37.5077076,126.8852072
20903,보건약국,약국,02-373-9508,3499,"서울특별시 은평구 증산로9길 3, 1층 101호 (증산동)",,37.5846629,126.9098611
20904,최내과의원,의원,02-376-9114,3499,"서울특별시 은평구 증산로9길 3, 2층 (증산동)",,37.5846629,126.9098611
20905,김종민치과의원,치과의원,02-358-5858,3385,"서울특별시 은평구 통일로 821, 3층 (대조동)",,37.6168053,126.9229008
20906,골드플러스치과의원,치과의원,02-306-2804,3449,"서울특별시 은평구 은평로 68, (신사동)",,37.5987715,126.9153175
20907,생록한의원,한의원,02-376-1275,3449,"서울특별시 은평구 은평로 68, 2층 (신사동)",,37.5987715,126.9153175
20908,서울리브치과의원,치과의원,02-303-2275,3938,"서울특별시 마포구 월드컵로 200, SJ라벨라상암 3층 301,302호 (성산동)",,37.5649573,126.9025601
20909,서부새생명약국,약국,02-385-3685,3403,"서울특별시 은평구 역말로 72, (역촌동)",,37.6060947,126.9183069
20910,숭실한의원,한의원,02-376-8875,3448,"서울특별시 은평구 증산로15가길 1, (신사동)",,37.5891212,126.9114441
20911,명인한의원,한의원,02-373-0181,3499,"서울특별시 은평구 증산로9길 5, 2층 (증산동)",,37.5848029,126.9097154
20912,아람연세소아청소년과의원,의원,02-2635-5275,7207,"서울특별시 영등포구 양평로 127, 201호 (양평동5가)",,37.5377915,126.8935171
20913,이수진한의원,한의원,02-2671-7171,7207,"서울특별시 영등포구 양평로 127, 501호 (양평동5가, 기독교복음방송)",,37.5377915,126.8935171
20914,지노치과의원,치과의원,02-2203-2828,7207,"서울특별시 영등포구 양평로 127, (양평동5가)",,37.5377915,126.8935171
20915,행복약국,약국,02-2631-6967,7207,"서울특별시 영등포구 양평로 127, (양평동5가)",,37.5377915,126.8935171
20916,경희약손한의원,한의원,02-383-1075,3421,"서울특별시 은평구 연서로 1, 2층 205호 (역촌동, 리더스파크)",,37.5992691,126.9153628
20917,노벨온누리약국,약국,02-357-7070,3421,"서울특별시 은평구 연서로 1, 105호 (역촌동, 리더스파크)",,37.5992691,126.9153628
20918,바를정치과의원,치과의원,02-354-2275,3421,"서울특별시 은평구 연서로 1, 206호 (역촌동, 리더스파크)",,37.5992691,126.9153628
20919,연세가정의학과의원,의원,02-356-5325,3421,"서울특별시 은평구 연서로 1, 2층 (역촌동)",,37.5992691,126.9153628
20920,사랑요양병원,요양병원,02-304-7573,3715,"서울특별시 서대문구 수색로 131, (북가좌동)",,37.5742173,126.9057006
20921,사암당한의원,한의원,02-387-7277,3421,"서울특별시 은평구 연서로 9, 1,2층 (역촌동, 센타폴리스)",,37.6001182,126.9156678
20922,연세제일의원,의원,02-354-0956,3421,"서울특별시 은평구 연서로 9, 201호 (역촌동, 센타폴리스)",,37.6001182,126.9156678
20923,영진정형외과의원,의원,02-359-2770,3421,"서울특별시 은평구 연서로 9, 206호, 207호 (역촌동, 센타플리스)",,37.6001182,126.9156678
20924,이층약국,약국,02-6085-0466,3421,"서울특별시 은평구 연서로 9, 2층 205(상가)호 (역촌동, 센타폴리스)",,37.6001182,126.9156678
20925,연세열린의원,의원,02-306-3007,3499,"서울특별시 은평구 증산로 297, 201호 (증산동, 청록빌딩)",,37.5838223,126.9092374
20926,참미소치과의원,치과의원,02-307-2870,3499,"서울특별시 은평구 증산로 297, (증산동)",,37.5838223,126.9092374
20927,참조은약국,약국,02-306-7119,3499,"서울특별시 은평구 증산로 297, (증산동)",,37.5838223,126.9092374
20928,최씨명가한의원,한의원,02-373-6470,3499,"서울특별시 은평구 증산로 297, 301호 (증산동, 청록빌딩)",,37.5838223,126.9092374
20929,그린미소마취통증의학과의원,의원,02-358-7775,3385,"서울특별시 은평구 통일로 825, 2층 (대조동)",,37.6170687,126.9227268
20930,서울다나의원,의원,02-355-5416,3407,"서울특별시 은평구 연서로 30, 2층 (역촌동)",,37.6017684,126.9162282
20931,신도림서울정형외과의원,의원,02-2677-8275,8210,"서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 2층 207~211호 (신도림동)",,37.5070742,126.8846468
20932,신도림이편한치과의원,치과의원,02-2636-2875,8210,"서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 303~305호 (신도림동)",,37.5070742,126.8846468
20933,기린약국,약국,02-866-7100,8281,"서울특별시 구로구 구로동로 215-1, (구로동)",,37.4978591,126.8822956
20934,호산의원,의원,02-862-7067,8281,"서울특별시 구로구 구로동로 215-1, 2층 (구로동)",,37.4978591,126.8822956
20935,푸른정형외과의원,의원,02-372-0041,3499,"서울특별시 은평구 증산로 295, (증산동)",,37.5837151,126.9090229
20936,가나다한의원,한의원,02-357-9119,3342,"서울특별시 은평구 연서로 265, 3층 (불광동)",,37.6205169,126.9240958
20937,연세안치과의원,치과의원,02-2635-2754,8207,"서울특별시 구로구 경인로65길 44, 보미플라자 (신도림동)",,37.5095917,126.8852068
20938,고려제일정신과의원,의원,02-859-4469,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 2층 (구로동)",http://www.mindhealth.co.kr/,37.4999929,126.8827321
20939,엄찬섭이비인후과의원,의원,02-855-7114,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 3층 (구로동)",,37.4999929,126.8827321
20940,영민한의원,한의원,02-858-1075,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 4층 (구로동)",,37.4999929,126.8827321
20941,올바른치과의원,치과의원,02-856-2275,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 5층 501호 (구로동)",,37.4999929,126.8827321
20942,초지약국,약국,02-866-4098,8280,"서울특별시 구로구 구로동로 240, (구로동, 세일빌딩)",,37.4999929,126.8827321
20943,필의원,의원,02-862-7585,8280,"서울특별시 구로구 구로동로 240, 세일빌딩 3층 302호 (구로동)",,37.4999929,126.8827321
20944,선유도온누리약국,약국,,7207,"서울특별시 영등포구 양평로 129, (양평동5가)",,37.5379399,126.8932731
20945,연세그린의원,의원,02-2633-0075,7207,"서울특별시 영등포구 양평로 129, (양평동5가)",http://www.clinicgreen.co.kr/,37.5379399,126.8932731
20946,함께하는치과의원,치과의원,2677-2002,7207,"서울특별시 영등포구 양평로 129, 2층 (양평동5가)",,37.5379399,126.8932731
20947,척튼튼마취통증의학과의원,의원,02-857-7582,8292,"서울특별시 구로구 새말로 18, 백봉빌딩 4,5층 (구로동)",,37.5019944,126.8831468
20948,연세우리치과의원,치과의원,02-2627-3377,8501,"서울특별시 금천구 가산디지털1로 219, 벽산디지털밸리6차 2층 214호 (가산동)",,37.4845292,126.8789423
20949,2층하늘약국,약국,02-303-4290,3941,"서울특별시 마포구 월드컵북로 230, 201호 (중동, 현대상가)",,37.5701536,126.9038462
20950,3층온누리약국,약국,02-306-4743,3941,"서울특별시 마포구 월드컵북로 230, 305호 (중동, 현대상가)",,37.5701536,126.9038462
20951,공안과의원,의원,02-376-0750,3941,"서울특별시 마포구 월드컵북로 230, 202호 (중동, 현대상가)",,37.5701536,126.9038462
20952,박병권내과의원,의원,02-306-5533,3941,"서울특별시 마포구 월드컵북로 230, 3층 3호 (중동, 현대상가)",,37.5701536,126.9038462
20953,손비뇨기과의원,의원,02-375-3599,3941,"서울특별시 마포구 월드컵북로 230, 307호 (중동, 현대상가)",,37.5701536,126.9038462
20954,양성우산부인과의원,의원,02-375-0121,3941,"서울특별시 마포구 월드컵북로 230, 207호 (중동, 현대상가)",,37.5701536,126.9038462
20955,연세바른치과의원,치과의원,307-0322,3941,"서울특별시 마포구 월드컵북로 230, 306호 (중동)",,37.5701536,126.9038462
20956,좋은꿈참사랑한의원,한의원,02-309-9082,3941,"서울특별시 마포구 월드컵북로 230, 203호 (중동, 현대상가)",,37.5701536,126.9038462
20957,최이비인후과의원,의원,02-307-7888,3941,"서울특별시 마포구 월드컵북로 230, (중동, 현대상가)",,37.5701536,126.9038462
20958,새은치과의원,치과의원,02-383-5545,3350,"서울특별시 은평구 통일로 830, 301호 (불광동)",,37.6178285,126.9227506
20959,은평한의원,한의원,02-356-0190,3350,"서울특별시 은평구 통일로 830, 파레제페빌딩 303호 (불광동)",,37.6178285,126.9227506
20960,척척마디의원,의원,02-389-6944,3350,"서울특별시 은평구 통일로 830, 파레제페빌딩 4층 401,402호 (불광동)",,37.6178285,126.9227506
20961,마포보건약국,약국,392-3169,3938,"서울특별시 마포구 월드컵로 204, 이안상암 105호 (성산동)",,37.565386,126.9021318
20962,몸이편안한의원,한의원,02-303-7533,3938,"서울특별시 마포구 월드컵로 204, 이안상암 2층 206,208,210호 (성산동)",http://www.cheong-a.net/ab-1519853,37.565386,126.9021318
20963,문평한의원,한의원,02-388-6060,3421,"서울특별시 은평구 은평로 63, (역촌동, 3층)",,37.5991023,126.9148628
20964,연세백년치과의원,치과의원,02-356-5951,3421,"서울특별시 은평구 은평로 63, 비앤케이 빌딩 2층 (역촌동)",,37.5991023,126.9148628
20965,주안우리의원,의원,02-2614-8275,8292,"서울특별시 구로구 구로중앙로 152, NC백화점 7층 (구로동)",,37.5011324,126.8828
20966,문래마주봄한의원,한의원,02-2039-6639,7281,"서울특별시 영등포구 선유로9길 10, 문래 SK V1 center 4층 1호 (문래동6가)",,37.5178673,126.8871533
20967,제일중앙치과의원,치과의원,02-2636-2825,7281,"서울특별시 영등포구 선유로9길 10, SK V1 center 2층 201호 (문래동6가)",,37.5178673,126.8871533
20968,서울독일치과의원,치과의원,02-306-2875,3449,"서울특별시 은평구 은평로 60, 3,4층 (신사동)",,37.5985946,126.9144725
20969,동신한의원,한의원,02-2677-3647,8210,"서울특별시 구로구 경인로 619-3, 상가동 2층 210호 (신도림동, 신도림3차푸르지오아파트)",,37.5066519,126.8840796
20970,가산비타민약국,약국,02-6464-1323,8503,"서울특별시 금천구 가산디지털2로 166, 에이스 K1타워 114호 (가산동)",,37.4826735,126.8782939
20971,늘봄서울치과의원,치과의원,02-305-7528,3941,"서울특별시 마포구 월드컵북로38길 14, 3층 (중동, 오윤빌딩)",http://nulbomden.com/,37.5706043,126.9037878
20972,본정형외과의원,의원,02-6953-7475,3941,"서울특별시 마포구 월드컵북로38길 14, 1층 (중동)",,37.5706043,126.9037878
20973,성산연세약국,약국,02-374-3788,3941,"서울특별시 마포구 월드컵북로38길 14, 408호 (중동, 오윤빌딩)",,37.5706043,126.9037878
20974,성산진약국,약국,02-376-2639,3941,"서울특별시 마포구 월드컵북로38길 14, 301호 (중동, 오윤빌딩)",,37.5706043,126.9037878
20975,연세이비인후과의원,의원,02-375-8275,3941,"서울특별시 마포구 월드컵북로38길 14, 4층 (중동, 오윤빌딩)",,37.5706043,126.9037878
20976,이진우의원,의원,02-302-8575,3941,"서울특별시 마포구 월드컵북로38길 14, 4층 (중동)",,37.5706043,126.9037878
20977,최지원소아청소년과의원,의원,02-376-2131,3941,"서울특별시 마포구 월드컵북로38길 14, 3층 (중동)",,37.5706043,126.9037878
20978,에이케이(AK)치과의원,치과의원,02-869-0104,8291,"서울특별시 구로구 새말로 19, 정윤빌딩 2층 (구로동)",,37.502313,126.8829182
20979,유정약국,약국,02-355-6270,3350,"서울특별시 은평구 연서로 258, (불광동)",,37.619819,126.9233602
20980,애플약국,약국,02-469-1020,3936,"서울특별시 마포구 월드컵북로 233-1, 1층 1호 (성산동, 성산시영아파트)",,37.5694307,126.9032866
20981,피부사랑피부과의원,의원,02-711-9757,3936,"서울특별시 마포구 월드컵북로 233-1, 1층 5호 (성산동)",,37.5694307,126.9032866
20982,미래셀의원,의원,02-2634-4300,7207,"서울특별시 영등포구 양평로 133, 5,6,9층 (양평동5가)",,37.5381155,126.8928407
20983,월드컵약국,약국,0,3941,"서울특별시 마포구 월드컵북로38길 8, 1층 (중동)",,37.5705238,126.9035372
20984,베스트연세재활의학과의원,의원,02-373-6720,3941,"서울특별시 마포구 월드컵북로 236, 3층 (중동)",,37.5703092,126.9034459
20985,성산위편한내과의원,의원,02-6351-1263,3941,"서울특별시 마포구 월드컵북로 236, 2층 (중동)",,37.5703092,126.9034459
20986,소담한의원,한의원,02-304-1075,3941,"서울특별시 마포구 월드컵북로 236, 4층 (중동)",,37.5703092,126.9034459
20987,양병근치과의원,치과의원,309-7751,3941,"서울특별시 마포구 월드컵북로 236, 4층 (중동)",,37.5703092,126.9034459
20988,옵티마유한약국,약국,02-305-4490,3941,"서울특별시 마포구 월드컵북로 236, 1층 (중동)",,37.5703092,126.9034459
20989,두레약국,약국,,3499,"서울특별시 은평구 증산로9길 13, 105호 (증산동, 문영마운틴아파트)",,37.5852308,126.9089538
20990,꽃내음약국,약국,02-3158-3603,3386,"서울특별시 은평구 통일로77길 17, 201호 (대조동)",,37.6159435,126.9214251
20991,미서울치과의원,치과의원,02-307-2875,3953,"서울특별시 마포구 월드컵로 205, 상가동 209호 (성산동, 도시개발공사성산아파트)",,37.5650667,126.901516
20992,사랑채한의원,한의원,02-306-8899,3449,"서울특별시 은평구 은평로 56, 안건빌딩 2층 (신사동)",,37.5985424,126.9141167
20993,성산의원,의원,02-308-7533,3953,"서울특별시 마포구 월드컵로 205, 110호 (성산동)",,37.5650667,126.901516
20994,수색연세치과의원,치과의원,02-372-2822,3449,"서울특별시 은평구 은평로 56, 3층 (신사동)",,37.5985424,126.9141167
20995,은평더맑은의원,의원,02-305-7775,3449,"서울특별시 은평구 은평로 56, 2층 (신사동)",,37.5985424,126.9141167
20996,은평본정형외과의원,의원,02-305-0119,3449,"서울특별시 은평구 은평로 56, 안건빌딩 1,2층 (신사동)",,37.5985424,126.9141167
20997,서울사랑치과의원,치과의원,02-354-7528,3350,"서울특별시 은평구 연서로 252, 3층 (불광동, 세종빌딩)",,37.6194786,126.9229341
20998,은평더바른신경외과의원,의원,02-388-2500,3350,"서울특별시 은평구 연서로 252, 세종빌딩 2층 (불광동)",,37.6194786,126.9229341
20999,자연과한의원,한의원,02-357-1989,3350,"서울특별시 은평구 연서로 252, 4층 (불광동, 세종빌딩)",,37.6194786,126.9229341
21000,365백화점온누리약국,약국,02-388-8811,3345,"서울특별시 은평구 연서로 257, 1층 (불광동)",,37.6201712,126.9232125
21001,시장약국,약국,02-389-4222,3345,"서울특별시 은평구 연서로 257, (불광동)",,37.6201712,126.9232125
21002,예치과의원,치과의원,02-306-3645,3936,"서울특별시 마포구 월드컵북로 233, 제1상가동 224호 (성산동, 성산시영아파트)",,37.5697297,126.9031302
21003,이경수치과의원,치과의원,02-306-3881,3936,"서울특별시 마포구 월드컵북로 233, 제1상가동 223호 (성산동, 성산시영아파트)",,37.5697297,126.9031302
21004,중국중화한의원,한의원,02-353-8360,3345,"서울특별시 은평구 연서로 257, 2층 (불광동)",http://,37.6201712,126.9232125
21005,황이숙내과의원,의원,02-352-7929,3345,"서울특별시 은평구 연서로 257, (불광동)",,37.6201712,126.9232125
21006,지혜소아청소년과의원,의원,02-386-6781,3421,"서울특별시 은평구 연서로 35, 1층 (역촌동)",,37.6022741,126.915578
21007,3번출구약국,약국,,3350,"서울특별시 은평구 통일로 838, 1층 (불광동)",,37.6182403,126.9222839
21008,연세하늘치과의원,치과의원,02-382-8875,3350,"서울특별시 은평구 통일로 838, 2층 (불광동)",,37.6182403,126.9222839
21009,명성한의원,한의원,02-382-2277,3350,"서울특별시 은평구 연서로 246, 3층 (불광동)",http://blog.naver.com/kjj9272,37.6190598,126.9226206
21010,미즈의원,의원,02-358-3535,3350,"서울특별시 은평구 연서로 246, 4층 (불광동, 타워크리닉)",,37.6190598,126.9226206
21011,보스톤유니온치과의원,치과의원,02-388-2839,3350,"서울특별시 은평구 연서로 246, 5층 (불광동)",,37.6190598,126.9226206
21012,수연세재활의학과의원,의원,02-353-8275,3350,"서울특별시 은평구 연서로 246, 3층 (불광동)",,37.6190598,126.9226206
21013,아름다운성형외과의원,의원,02-355-4888,3350,"서울특별시 은평구 연서로 246, 7층 (불광동)",http://www.pretty2u.co.kr/,37.6190598,126.9226206
21014,연세안과의원,의원,02-386-6755,3350,"서울특별시 은평구 연서로 246, (불광동)",,37.6190598,126.9226206
21015,연신내메디칼약국,약국,02-355-6543,3350,"서울특별시 은평구 연서로 246, 104호 (불광동, 타워크리닉)",,37.6190598,126.9226206
21016,연신내영재약국,약국,02-382-8123,3350,"서울특별시 은평구 연서로 246, (불광동, 타워클리닉)",,37.6190598,126.9226206
21017,은평연세소아청소년과의원,의원,02-388-0181,3350,"서울특별시 은평구 연서로 246, 2층 (불광동)",,37.6190598,126.9226206
21018,은평우태하피부과의원,의원,02-352-1675,3350,"서울특별시 은평구 연서로 246, 타워크리닉 501,601호 (불광동)",,37.6190598,126.9226206
21019,이선구장원철내과의원,의원,02-389-0120,3350,"서울특별시 은평구 연서로 246, 6층 (불광동)",,37.6190598,126.9226206
21020,인제의원,의원,02-359-8381,3350,"서울특별시 은평구 연서로 246, 7층 (불광동)",,37.6190598,126.9226206
21021,조은이비인후과의원,의원,02-355-0333,3350,"서울특별시 은평구 연서로 246, 2층 (불광동)",,37.6190598,126.9226206
21022,홍약국,약국,02-382-5435,3350,"서울특별시 은평구 연서로 246, 203호 (불광동)",,37.6190598,126.9226206
