NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
18563,늘편한마취통증의학과의원,의원,02-2038-3214,03708,"서울특별시 서대문구 연희로 103, 2층 (연희동)",
18564,독산메디칼약국,약국,02-804-1725,08559,"서울특별시 금천구 독산로 210, (독산동)",
18565,독산모아치과의원,치과의원,02-894-7579,08559,"서울특별시 금천구 독산로 210, 4층 (독산동)",
18566,새하나의원,의원,02-337-0507,03708,"서울특별시 서대문구 연희로 103, 4층 (연희동)",http://www.seoul-navi.com
18567,서울으뜸정형외과의원,의원,02-807-0111,08559,"서울특별시 금천구 독산로 210, 2층 (독산동)",
18568,조은이비인후과의원,의원,892-8575,08559,"서울특별시 금천구 독산로 210, K빌딩 5층 (독산동)",
18569,종로온누리약국,약국,2636-1110,07441,"서울특별시 영등포구 시흥대로187길 12, 상가동 103호 (대림동, 대림동현대아파트)",
18570,세종치과의원,치과의원,02-808-0512,08614,"서울특별시 금천구 시흥대로 235, 3층 (시흥동)",
18571,유온약국,약국,,07235,"서울특별시 영등포구 여의공원로 13, 한국방송공사 신관동 2층 (여의도동)",
18572,전영수내과의원,의원,02-859-3500,08547,"서울특별시 금천구 남부순환로 1390, (독산동)",
18573,종로프라자약국,약국,02-866-7668,08765,"서울특별시 관악구 조원중앙로 20, (신림동)",
18574,참약국,약국,02-859-6981,08547,"서울특별시 금천구 남부순환로 1390, (독산동)",
18575,한국방송공사케이비에스치과의원,치과의원,02-781-2483,07235,"서울특별시 영등포구 여의공원로 13, (여의도동)",
18576,대인당온누리약국,약국,02-803-2111,08614,"서울특별시 금천구 시흥대로 237, (시흥동)",
18577,송동근치과의원,치과의원,02-834-0384,07069,"서울특별시 동작구 시흥대로 650, 2층 (신대방동, 2호)",
18578,뉴타운온누리약국,약국,070-7817-7575,07388,"서울특별시 영등포구 가마산로 496, 105호 (신길동)",
18579,더현대의원,의원,02-2167-6070,07237,"서울특별시 영등포구 의사당대로 3, 현대카드빌딩 1관 1층 (여의도동)",
18580,멜로우피부과의원,의원,02-848-8441,07388,"서울특별시 영등포구 가마산로 496, JS타워 201, 202호 (신길동)",
18581,신길연세이비인후과의원,의원,02-845-8400,07388,"서울특별시 영등포구 가마산로 496, JS496타워 204호 (신길동)",
18582,화인마취통증의학과의원,의원,02-6941-1500,07388,"서울특별시 영등포구 가마산로 496, 301,302,305호 (신길동)",
18583,한한의원,한의원,02-322-6988,03698,"서울특별시 서대문구 증가로 12, (연희동, 연희동우체국)",
18584,신풍산부인과의원,의원,02-833-7378,07393,"서울특별시 영등포구 신풍로 33, 2층 (신길동)",
18585,연세이편한치과의원,치과의원,02-847-2875,07393,"서울특별시 영등포구 신풍로 33, 203호 (신길동, 신영빌딩)",
18586,오동나무한의원,한의원,02-877-7082,07393,"서울특별시 영등포구 신풍로 33, 신영빌딩 2층 (신길동)",
18587,유한중치과의원,치과의원,02-6959-8276,03708,"서울특별시 서대문구 연희맛로 34, 남강빌딩 2층 (연희동)",
18588,강한내과의원,의원,02-3143-5777,03703,"서울특별시 서대문구 증가로 9, 범우빌딩 402호 (연희동)",
18589,김대수치과의원,치과의원,02-853-5108,08555,"서울특별시 금천구 독산로 286, (독산동)",
18590,따뜻한인치과의원,치과의원,02-6428-2800,03708,"서울특별시 서대문구 연희로 97, 3층 (연희동, 신라빌딩)",
18591,연세소아청소년과의원,의원,02-325-0403,03708,"서울특별시 서대문구 연희로 97, 2층 (연희동, 신라빌딩)",
18592,경희김앤정한의원,한의원,02-835-1072,07442,"서울특별시 영등포구 시흥대로 663, 2층 (대림동)",
18593,서울대림약국,약국,02-6953-7115,07442,"서울특별시 영등포구 시흥대로 663, (대림동)",
18594,성심제일약국,약국,02-6402-2909,07442,"서울특별시 영등포구 시흥대로 663, (대림동)",
18595,뉴연세여성의원,의원,02-891-1801,08614,"서울특별시 금천구 시흥대로 239, 금화빌딩 1,2,5층 (시흥동)",
18596,뉴연세의원,의원,02-802-0303,08614,"서울특별시 금천구 시흥대로 239, (시흥동)",
18597,가이드치과의원,치과의원,02-836-2875,07436,"서울특별시 영등포구 신길로 34, 2층 (신길동)",http://
18598,민한의원,한의원,02-2614-7580,07436,"서울특별시 영등포구 신길로 34, 3층 (신길동)",
18599,상쾌한이비인후과의원,의원,02-842-1175,07442,"서울특별시 영등포구 시흥대로 659, 3층 (대림동)",
18600,아나파의원,의원,02-848-7588,07442,"서울특별시 영등포구 시흥대로 659, 2층 (대림동)",
18601,천지당약국,약국,02-832-5867,07442,"서울특별시 영등포구 시흥대로 659, 1층 (대림동)",
18602,미래팜약국,약국,02-862-6688,08554,"서울특별시 금천구 독산로 290, (독산동)",
18603,박재영치과의원,치과의원,851-2875,08557,"서울특별시 금천구 독산로 248, 2층 (독산동)",
18604,삼성정형외과의원,의원,02-858-3307,08554,"서울특별시 금천구 독산로 290, (독산동)",
18605,연세미엔의원,의원,02-844-5718,07436,"서울특별시 영등포구 신길로 36, 3층 (신길동)",http://
18606,이중연내과의원,의원,02-831-8877,07436,"서울특별시 영등포구 신길로 36, 4층 (신길동)",
18607,자림한의원,한의원,02-322-0701,03708,"서울특별시 서대문구 연희로11길 7, 3층 (연희동)",
18608,정성온누리약국,약국,02-834-0191,07436,"서울특별시 영등포구 신길로 36, (신길동)",
18609,홍대365약국,약국,02-3141-1084,04054,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",
18610,성기호한의원,한의원,02-395-2777,03658,"서울특별시 서대문구 모래내로 352-3, 1층 (홍은동)",http://www.kihoclinic.com
18611,소망약국,약국,855-2054,08557,"서울특별시 금천구 독산로 252, 1층 (독산동)",
18612,삼성약국,약국,02-324-2834,03708,"서울특별시 서대문구 연희맛로 28, (연희동)",
18613,김종화이비인후과의원,의원,02-832-9121,07072,"서울특별시 동작구 신대방1가길 38, 105동 310호 (신대방동, 성원상떼빌상가)",
18614,뉴타임의원,의원,02-832-9121,07072,"서울특별시 동작구 신대방1가길 38, 105동 3층 311호 (신대방동, 성원상떼빌상가)",
18615,부부치과의원,치과의원,02-832-1304,07072,"서울특별시 동작구 신대방1가길 38, 105동 303호 (신대방동, 성원상떼빌)",
18616,소망약국,약국,02-6337-3107,07072,"서울특별시 동작구 신대방1가길 38, 105동 305, 306호 (신대방동, 동작상떼빌아파트)",
18617,이피부과의원,의원,02-842-0439,07072,"서울특별시 동작구 신대방1가길 38, 308호 (신대방동, 성원상떼빌상가)",
18618,참사랑약국,약국,02-831-4091,07072,"서울특별시 동작구 신대방1가길 38, 105동 3층 309호 (신대방동, 동작상떼빌아파트)",
18619,함소아한의원,한의원,02-836-1065,07072,"서울특별시 동작구 신대방1가길 38, 105동 205,206호 (신대방동, 성원상떼빌)",
18620,현대영상의학과의원,의원,02-3289-1515,07072,"서울특별시 동작구 신대방1가길 38, 105동 301,312,313호 (신대방동)",
18621,배선우내과의원,의원,02-848-1188,07069,"서울특별시 동작구 시흥대로 644, (신대방동)",
18622,윤당약국,약국,02-832-9845,07069,"서울특별시 동작구 시흥대로 644, (신대방동)",
18623,문순영정형외과의원,의원,805-7281,08559,"서울특별시 금천구 독산로 218, (독산동)",
18624,신풍약국,약국,02-841-3004,07436,"서울특별시 영등포구 신길로 36-1, (신길동)",
18625,서울고운이치과의원,치과의원,02-6672-2828,07388,"서울특별시 영등포구 신길로 150-1, 3, 4층 (신길동)",
18626,에스케이내과의원,의원,02-833-3008,07388,"서울특별시 영등포구 신길로 150-1, 1층,2층 (신길동)",
18627,녹수프라자약국,약국,02-802-1510,08617,"서울특별시 금천구 독산로 213, (독산동)",
18628,신길플란트치과의원,치과의원,02-832-2275,07362,"서울특별시 영등포구 신길로 158, 2~3층 (신길동)",
18629,경일약국,약국,02-802-9104,08624,"서울특별시 금천구 시흥대로72길 32, (시흥동)",
18630,대유약국,약국,02-379-4416,03654,"서울특별시 서대문구 모래내로 359, (홍은동)",
18631,서울신길재활의학과의원,의원,,07362,"서울특별시 영등포구 신길로 162, 2층 (신길동)",
18632,온맘한의원,한의원,02-333-9322,04075,"서울특별시 마포구 독막로 92, 3층 (상수동, 공감빌딩)",www.nohgamin.kr
18633,착한이치과의원,치과의원,02-379-1396,03654,"서울특별시 서대문구 모래내로 359, 2층 (홍은동)",
18634,서울성모내과의원,의원,02-3144-2278,03708,"서울특별시 서대문구 연희로 85, 3층 (연희동, 인사이드빌딩)",
18635,서울컬럼비아치과의원,치과의원,02-336-2610,03708,"서울특별시 서대문구 연희로 85, 인사이드빌딩 4층 (연희동)",
18636,안생약국,약국,02-334-3486,04075,"서울특별시 마포구 와우산로 22, 1층 (상수동)",
18637,연희동경희한의원,한의원,02-322-0010,03708,"서울특별시 서대문구 연희로 85, 인사이드빌딩 201호 (연희동)",
18638,유진온누리약국,약국,02-335-1794,03708,"서울특별시 서대문구 연희로 85, 105호 (연희동, 인사이드빌딩)",
18639,대성모약국,약국,834-7900,07442,"서울특별시 영등포구 시흥대로 655, 1층 (대림동)",
18640,미래서울치과의원,치과의원,868-0652,08547,"서울특별시 금천구 남부순환로 1386, (독산동)",
18641,스마일치과의원,치과의원,02-379-2720,03654,"서울특별시 서대문구 연희로37길 3, 2층 (홍은동)",
18642,홍은그린한의원,한의원,02-558-1275,03654,"서울특별시 서대문구 연희로37길 3, 유성빌딩 3층 (홍은동)",
18643,대림백화점약국,약국,02-835-6161,07436,"서울특별시 영등포구 신길로 40, (신길동)",
18644,드림서울치과의원,치과의원,02-334-2422,03708,"서울특별시 서대문구 연희로 83, 3층 (연희동)",http://www.dreamteeth.co.kr/
18645,가톨릭권정형외과의원,의원,02-842-6677,07436,"서울특별시 영등포구 신길로 42, 3층 (신길동)",http://
18646,대림성모병원,종합병원,02-829-9000,07442,"서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)",http://www.drh.co.kr
18647,명치과의원,치과의원,02-832-5013,07436,"서울특별시 영등포구 신길로 42, (신길동)",
18648,서울드림의원,의원,02-834-5578,07436,"서울특별시 영등포구 신길로 42, 2층 (신길동)",
18649,정해익소아청소년과의원,의원,02-844-3866,07436,"서울특별시 영등포구 신길로 42, (신길동)",
18650,우방약국,약국,02-846-7784,07069,"서울특별시 동작구 시흥대로 638, (신대방동)",
18651,의료법인에이치엠피의료재단녹십초요양병원,요양병원,02-848-0100,07072,"서울특별시 동작구 시흥대로 634, (신대방동)",http://www.noksibchohospital.com/
18652,장연복내과의원,의원,02-832-4806,07069,"서울특별시 동작구 시흥대로 638, 3층 (신대방동)",
18653,한독치과의원,치과의원,02-832-6815,07442,"서울특별시 영등포구 시흥대로 651-1, 2층 (대림동)",
18654,이사랑치과의원,치과의원,02-839-4620,08546,"서울특별시 금천구 독산로 285, (독산동)",
18655,빛날빈치과의원,치과의원,02-326-2805,03708,"서울특별시 서대문구 연희로 79, 2층 (연희동, 한영빌딩)",
18656,서울의료복지사회적협동조합우리네치과의원,치과의원,02-849-2150,07072,"서울특별시 동작구 대림로 61, 2층 (신대방동)",
18657,이화한의원,한의원,02-836-5293,07362,"서울특별시 영등포구 신길로 164, (신길동)",
18658,남문한의원,한의원,02-856-1611,08543,"서울특별시 금천구 독산로 289, 1층 (독산동)",
18659,신익순한의원,한의원,841-2008,07362,"서울특별시 영등포구 신길로 166, 2층 (신길동)",
18660,건강한약국,약국,02-866-1191,08547,"서울특별시 금천구 남부순환로 1384, (독산동)",
18661,명이비인후과의원,의원,857-7412,08547,"서울특별시 금천구 남부순환로 1384, 영남빌딩 2층 (독산동)",www.myungent.net
18662,보성한의원,한의원,02-854-7582,08577,"서울특별시 금천구 독산로 251-1, 2층 (독산동)",
18663,리즈한의원,한의원,02-782-8575,07236,"서울특별시 영등포구 국회대로62길 15, 지하1층 2호 (여의도동)",
18664,서울봄봄치과의원,치과의원,02-335-2835,04075,"서울특별시 마포구 독막로 88, 2층 (상수동)",
18665,유디치과의원(독산점),치과의원,838-2875,08577,"서울특별시 금천구 독산로 251, 2,3층 (독산동)",
18666,정정균치과의원,치과의원,02-896-7350,08617,"서울특별시 금천구 범안로 1256, (독산동)",
18667,세영정형외과재활의학과의원,의원,02-853-0101,08547,"서울특별시 금천구 남부순환로 1382, (독산동)",
18668,실버한방병원,한방병원,02-857-2001,08547,"서울특별시 금천구 독산로 362, (독산동)",
18669,2080치과의원,치과의원,842-2080,07387,"서울특별시 영등포구 신길로 157, 2층 (신길동)",
18670,조내과의원,의원,02-855-6500,08581,"서울특별시 금천구 독산로 235, 2층 (독산동)",
18671,태령약국,약국,02-832-0514,07387,"서울특별시 영등포구 신길로 157, 1층 (신길동)",
18672,한창한방병원,한방병원,02-6010-5010,04068,"서울특별시 마포구 와우산로 48, 로하스타워 2층 (상수동)",
18673,이지용비뇨기과의원,의원,02-847-2474,07387,"서울특별시 영등포구 신길로 161, (신길동)",
18674,이화약국,약국,02-856-1228,08546,"서울특별시 금천구 독산로85길 7, (독산동)",
18675,바르다권치과의원,치과의원,02-1661-2878,08769,"서울특별시 관악구 조원로 24, 2층 (신림동)",http://www.btdent.co.kr/
18676,사랑가득 황치과의원,치과의원,02-804-0784,08624,"서울특별시 금천구 시흥대로 272, (시흥동, 청강빌딩)",
18677,유진목내과의원,의원,02-893-5211,08624,"서울특별시 금천구 시흥대로 272, (시흥동)",
18678,태강한의원,한의원,02-892-5558,08624,"서울특별시 금천구 시흥대로 272, 2층 (시흥동)",
18679,한가람한의원,한의원,02-895-1775,08581,"서울특별시 금천구 독산로 229, 2층 201~202호 (독산동, 명성팰리스)",
18680,서울아이사랑치과의원,치과의원,02-842-1900,07395,"서울특별시 영등포구 신길로 147, 3층 (신길동)",
18681,아르케정신건강의학과의원,의원,02-6953-7505,07395,"서울특별시 영등포구 신길로 147, 4층 (신길동)",
18682,우리안과의원,의원,02-6471-9000,07395,"서울특별시 영등포구 신길로 147, 투란 빌딩 2층 201호 (신길동)",
18683,장원옵티마약국,약국,02-833-4824,07395,"서울특별시 영등포구 신길로 147, 1층 (신길동)",
18684,휴베이스정성약국,약국,02-6264-0715,08581,"서울특별시 금천구 독산로 233, 102동 101호 (독산동, 서래타운)",
18685,연세치과의원,치과의원,02-855-2735,08547,"서울특별시 금천구 독산로 360, (독산동)",
18686,우신한의원,한의원,02-832-2641,07387,"서울특별시 영등포구 신길로 159, (신길동)",
18687,경희부강한의원,한의원,02-842-8889,07395,"서울특별시 영등포구 신길로 145, 1층 (신길동)",
18688,김두영정형외과의원,의원,02-831-2620,07395,"서울특별시 영등포구 신길로 145, (신길동)",
18689,최이비인후과의원,의원,02-832-1284,07395,"서울특별시 영등포구 신길로 145, 2층 (신길동)",
18690,이청민소아청소년과의원,의원,02-803-0636,08623,"서울특별시 금천구 시흥대로 274, (독산동)",
18691,천세약국,약국,02-802-4303,08623,"서울특별시 금천구 시흥대로 274, (독산동)",
18692,영일의원,의원,02-863-0862,08543,"서울특별시 금천구 독산로87길 2, (독산동)",
18693,굿모닝약국,약국,02-852-4910,08547,"서울특별시 금천구 독산로 366, (독산동)",
18694,연세완치과의원,치과의원,02-854-5025,08547,"서울특별시 금천구 독산로 366, (독산동)",
18695,임희철내과의원,의원,02-864-0131,08547,"서울특별시 금천구 독산로 366, (독산동)",
18696,김정기내과의원,의원,02-833-1597,07395,"서울특별시 영등포구 신길로 141, 지하1층 (신길동)",
18697,백정훈치과의원,치과의원,02-845-2809,07395,"서울특별시 영등포구 신길로 141, 지하1층 (신길동)",
18698,손안과의원,의원,02-844-1312,07395,"서울특별시 영등포구 신길로 141, 지하1층 (신길동)",
18699,제일약국,약국,02-835-4002,07395,"서울특별시 영등포구 신길로 141, 지하층 2호 (신길동)",
18700,미솔약국,약국,02-841-8577,07396,"서울특별시 영등포구  신길로 149, (신길동)",
18701,박명석내과의원,의원,02-835-8250,07396,"서울특별시 영등포구 신길로 149, 2층 (신길동)",
18702,영치과의원,치과의원,02-836-2804,07396,"서울특별시 영등포구 신길로 149, (신길동,도림신협 1층)",
18703,나종길광생한의원,한의원,02-847-2411,07440,"서울특별시 영등포구 신길로 29, 105동 2층 208호 (대림동, e편한세상 영등포 아델포레)",
18704,비타민약국,약국,02-842-3100,07440,"서울특별시 영등포구 신길로 29, (대림동, e편한세상 영등포 아델포레)",
18705,삼성이앤혁의원,의원,,07440,"서울특별시 영등포구 신길로 29, 105동 115, 206호 (대림동, e편한세상 영등포 아델포레)",
18706,삼성필정형외과의원,의원,02-836-8288,07440,"서울특별시 영등포구 신길로 29, 105동 2층 203, 204, 205, 209호 (대림동, e편한세상 영등포 아델포레)",
18707,정연진치과의원,치과의원,02-842-2804,07440,"서울특별시 영등포구 신길로 29, 105동 2층 202호 (대림동, e편한세상 영등포 아델포레)",
18708,드림페이스의원,의원,02-337-0057,04056,"서울특별시 마포구 양화로 196, 동성빌딩 2층 (동교동)",
18709,365열린치과의원,치과의원,02-853-7528,07386,"서울특별시 영등포구 신길로 167, 301호 (신길동)",
18710,미소플러스약국,약국,02-834-3217,07386,"서울특별시 영등포구 신길로 167, 102호 (신길동)",
18711,사러가약국,약국,02-332-4964,03707,"서울특별시 서대문구 연희맛로 23, (연희동)",
18712,하이플러스의원,의원,02-2135-7581,07386,"서울특별시 영등포구 신길로 167, 2층, 302, 402호 (신길동)",
18713,남문내과의원,의원,02-855-8688,08546,"서울특별시 금천구 독산로85길 13, (독산동)",
18714,대제일약국,약국,02-857-2166,08546,"서울특별시 금천구 독산로85길 13, (독산동)",
18715,약선경희한의원,한의원,02-333-7912,03781,"서울특별시 서대문구 연희로 42, 재이손빌딩 2층 (연희동)",http://www.one-clinic.co.kr
18716,연세가정의학과의원,의원,02-323-9869,03781,"서울특별시 서대문구 연희로 42, 재이손빌딩 201호 (연희동)",
18717,연희연세치과의원,치과의원,02-324-2751,03781,"서울특별시 서대문구 연희로 42, 501호 (연희동)",
18718,서강플러스치과의원,치과의원,,04074,"서울특별시 마포구 독막로 86, 2층 (상수동)",
18719,신길튼튼정형외과의원,의원,02-846-1369,07395,"서울특별시 영등포구 신길로 137, 신길태원빌딩 3층 (신길동)",
18720,새금강약국,약국,02-848-1564,07442,"서울특별시 영등포구 시흥대로181길 10-4, (대림동)",
18721,박규현치과의원,치과의원,02-334-6168,03781,"서울특별시 서대문구 연희로 38, (연희동)",http://
18722,백산정신건강의학과의원,의원,02-809-5126,08623,"서울특별시 금천구 시흥대로 278, 1층 102호 (독산동)",https://bspsy.modoo.at
18723,그린약국,약국,02-858-7977,08543,"서울특별시 금천구 독산로93길 11, (독산동)",
18724,유기종치과의원,치과의원,02-849-8049,07347,"서울특별시 영등포구 신길로 186, (신길동)",
18725,우리연세약국,약국,02-6951-1778,03781,"서울특별시 서대문구 연희로 40, 1층 (연희동)",
18726,인수한의원,한의원,02-849-3047,07427,"서울특별시 영등포구 신길로 49, 2층 (대림동)",
18727,재단법인한국산업보건환경연구소부설 해상병원,정신병원,02-844-6119,07386,"서울특별시 영등포구 신길로 173, (신길동)",
18728,봄눈피우다의원,의원,02-6925-1215,04056,"서울특별시 마포구 양화로 192, 3층 (동교동)",springeye.co.kr
18729,밝은빛성모안과의원,의원,02-6953-7873,07444,"서울특별시 영등포구 시흥대로 635, 대림메디컬빌딩 4층 (대림동)",
18730,연세감동치과의원,치과의원,02-843-2875,07444,"서울특별시 영등포구 시흥대로 635, 대림메디컬빌딩 3층 (대림동)",
18731,연세라파엘의원,의원,02-845-1972,07444,"서울특별시 영등포구 시흥대로 635, 4, 5층 (대림동)",
18732,좋은숨김동규내과재활의학과의원,의원,02-833-0011,07444,"서울특별시 영등포구 시흥대로 635, 대림메디컬빌딩 2층 (대림동)",
18733,구로디지털정형외과의원,의원,02-869-1020,08769,"서울특별시 관악구 조원로 20, 2층 (신림동)",
18734,구로행복약국,약국,02-868-1653,08769,"서울특별시 관악구 조원로 20, 101호 (신림동)",
18735,여의도이치과의원,치과의원,02-784-7528,07236,"서울특별시 영등포구 국회대로 750, (여의도동)",
18736,신풍한의원,한의원,02-831-4410,07426,"서울특별시 영등포구 신풍로 22, 2층 (신길동)",
18737,노박의원,의원,02-845-1353,07385,"서울특별시 영등포구 신길로 183, 노박빌딩 1~7층 (신길동)",http://www.inovac.co.kr/intro.asp
18738,기쁨내과의원,의원,02-3143-7575,03985,"서울특별시 마포구 연희로 5, 1층 (동교동)",http://www.joyfulclinic.co.kr/
18739,독산내과의원,의원,02-855-3482,08537,"서울특별시 금천구 남부순환로 1372, (독산동)",
18740,독산중앙약국,약국,851-1630,08537,"서울특별시 금천구 남부순환로 1372, (독산동, 현경빌딩)",
18741,동교한의원,한의원,02-3141-1907,03985,"서울특별시 마포구 연희로 7, (동교동, 동교동빌딩)",http://www.diet-dk.kr/
18742,백피부과의원,의원,02-334-1484,03985,"서울특별시 마포구 연희로 5, 2층 (동교동)",
18743,서울의료복지사회적협동조합우리네한의원,한의원,02-848-2150,07442,"서울특별시 영등포구 대림로 76, (대림동, 동화빌딩)",
18744,서울제니스치과의원,치과의원,02-335-2825,03985,"서울특별시 마포구 연희로 7, 동교동빌딩 3층 (동교동)",
18745,에스본의원,의원,02-838-5888,08537,"서울특별시 금천구 남부순환로 1372, 현경빌딩 6,7,8층 (독산동)",
18746,연세허브치과의원,치과의원,02-839-7528,08537,"서울특별시 금천구 남부순환로 1372, (독산동)",
18747,행복약국,약국,02-324-5615,03985,"서울특별시 마포구 연희로 5, 지하1층 (동교동)",
18748,경희쉼터한의원,한의원,02-859-8878,08546,"서울특별시 금천구 독산로85길 21, 2층 (독산동)",
18749,산호약국,약국,02-841-0745,07444,"서울특별시 영등포구 대림로 73, 1층 1호 (대림동)",
18750,신촌힐링요양병원,요양병원,02-6237-7775,03658,"서울특별시 서대문구 모래내로 330, 미도빌딩 (홍은동)",
18751,태평양약국,약국,02-322-8344,04040,"서울특별시 마포구 홍익로 1, 1층 (서교동)",
18752,서울연세감성치과의원,치과의원,02-6713-2875,07398,"서울특별시 영등포구 신풍로 23, 4층 (신길동)",
18753,신풍바른재활의학과의원,의원,02-831-8288,07398,"서울특별시 영등포구 신풍로 23, 3층 (신길동)",
18754,신풍역4번출구약국,약국,02-6956-0337,07398,"서울특별시 영등포구 신풍로 23, 1층 102호 (신길동)",
18755,기세호치과의원,치과의원,337-2674,03981,"서울특별시 마포구 연희로 39, 2층 (연남동)",
18756,원치과의원,치과의원,02-852-2875,08543,"서울특별시 금천구 독산로85길 22, (독산동)",
18757,뉴신길한의원,한의원,02-761-1075,07395,"서울특별시 영등포구 가마산로 480, S.J빌딩 3층 301호 (신길동)",
18758,신길정성치과의원,치과의원,02-2039-2840,07395,"서울특별시 영등포구 가마산로 480, S.J빌딩 301호 (신길동)",
18759,광명약국,약국,324-2985,03985,"서울특별시 마포구 양화로 191, 1층 (동교동)",
18760,프렌닥터연세내과의원,의원,02-322-7506,03985,"서울특별시 마포구 양화로 191, 1~2층 (동교동)",
18761,청운약국,약국,02-833-3045,07444,"서울특별시 영등포구 시흥대로175길 2, (대림동)",
18762,민약국,약국,02-841-5645,07387,"서울특별시 영등포구 가마산로69가길 12, 3층 303호 (신길동)",
18763,서울스타의원,의원,02-2254-2101,07387,"서울특별시 영등포구 가마산로69가길 12, 2층 202호 (신길동)",
18764,우리오내과의원,의원,02-844-1120,07387,"서울특별시 영등포구 가마산로69가길 12, 3층 (신길동)",
18765,정종윤치과의원,치과의원,02-849-7161,07387,"서울특별시 영등포구 가마산로69가길 12, 3층 (신길동)",
18766,공원온누리약국,약국,02-836-2086,07312,"서울특별시 영등포구 신길로 252, (영등포동)",
18767,예성내과의원,의원,02-831-0313,07312,"서울특별시 영등포구 신길로 252, 202호 (영등포동, 영보빌딩)",
18768,남서울치과의원,치과의원,02-841-2875,07398,"서울특별시 영등포구 신풍로 19, 1층 (신길동)",
18769,경희제일한의원,한의원,02-833-8271,07074,"서울특별시 동작구 시흥대로 602, 2층 202호 (신대방동)",
18770,구재홍치과의원,치과의원,02-857-7844,07074,"서울특별시 동작구 시흥대로 602, 4층 (신대방동)",
18771,네모치과병원,치과병원,333-2882,04051,"서울특별시 마포구 양화로 178, 3층 (동교동)",
18772,연세위더스여성의원,의원,02-323-1194,04051,"서울특별시 마포구 양화로 178, 11층 (동교동, 목화빌딩)",
18773,해람정신건강의학과의원,의원,02-723-8189,04051,"서울특별시 마포구 양화로 178, 4,7층 (동교동)",www.hearam.kr
18774,박성호 치과의원,치과의원,02-335-2875,04051,"서울특별시 마포구 양화로 176, 동교동 스타피카소 5층 제5FB76호 (동교동)",
18775,벨아미-리노보의원,의원,02-3141-4282,04051,"서울특별시 마포구 양화로 176, 동교동 스타피카소 5층 5FB74호,5FB75호호 (동교동)",http://www.renovoh.co.kr
18776,연남경희한의원,한의원,02-335-1075,03981,"서울특별시 마포구 성미산로 195, 2층 (연남동)",
18777,대흥약국,약국,02-832-2121,07387,"서울특별시 영등포구 신길로39길 13, (신길동)",
18778,효담요양병원,요양병원,02-395-8880,03614,"서울특별시 서대문구 통일로 544, (홍은동)",
18779,관악더드림치과의원,치과의원,02-852-2871,08768,"서울특별시 관악구 남부순환로 1369, 4층 (신림동, 관악농협)",
18780,웃음가득약국,약국,02-863-1807,08768,"서울특별시 관악구 남부순환로 1369, 1층 (신림동, 관악농협 농산물백화점)",
18781,홍대어울림약국,약국,02-332-9233,04055,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",
18782,홍익약국,약국,02-337-5414,04051,"서울특별시 마포구 양화로18길 7, 1층 (동교동)",
18783,바른이웃치과의원,치과의원,02-838-2882,08543,"서울특별시 금천구 독산로85길 36, 2층 202~203호 (독산동)",
18784,잘봄한의원,한의원,,08543,"서울특별시 금천구 독산로85길 36, 111,112호 (독산동, 독산 오르페움타워)",
18785,리엔장의원,의원,02-333-3625,04051,"서울특별시 마포구 양화로18길 3, 삼양세븐스프링스 4층,6층 (동교동)",
18786,마인드피부과의원,의원,02-333-3133,04051,"서울특별시 마포구 양화로18길 3, 3층 (동교동, 삼양세븐스프링스)",
18787,애플산부인과의원,의원,02-334-3660,04051,"서울특별시 마포구 양화로18길 3, 5층 (동교동, 삼양세븐스프링스)",
18788,임종원한의원,한의원,02-841-2859,07387,"서울특별시 영등포구 가마산로 471-4, (신길동)",
18789,강북연세요양병원,요양병원,02-335-2277,03707,"서울특별시 서대문구 성산로 335, (연희동)",
18790,서울안과의원,의원,3141-3366,04050,"서울특별시 마포구 양화로 166, 3층 (동교동)",
18791,제이필의원,의원,02-533-0060,04050,"서울특별시 마포구 양화로 166, 미래프라자 5,7층 (동교동)",
18792,해율한의원,한의원,02-333-5275,04050,"서울특별시 마포구 양화로 166, 미래프라자 4층 (동교동)",
18793,홍대미래치과의원,치과의원,3142-2804,04050,"서울특별시 마포구 양화로 166, 3층 (동교동, 미래프라자)",
18794,홍대성모정신건강의학과의원,의원,02-336-0166,04050,"서울특별시 마포구 양화로 166, 미래프라자 12(일부)층 (동교동)",
18795,아르스킨의원,의원,02-3143-7768,04050,"서울특별시 마포구 양화로 164, 동덕타워 5층 (동교동)",
18796,풀페이스의원,의원,02-332-2648,04050,"서울특별시 마포구 양화로 164, 유림빌딩 10층 (동교동)",
18797,구로디지털바른본의원,의원,02-853-9636,08700,"서울특별시 관악구 시흥대로 578, 4층 (신림동, 광안프라자)",
18798,아산오름내과의원,의원,02-6958-7070,08700,"서울특별시 관악구 시흥대로 578, 201호 (신림동)",
18799,중앙온누리약국,약국,02-867-1574,08700,"서울특별시 관악구 시흥대로 578, 1층 (신림동)",
18800,드림온비뇨기과의원,의원,02-861-7575,08700,"서울특별시 관악구 시흥대로 578, 3층 (신림동)",
18801,수가연의원,의원,02-852-9004,08700,"서울특별시 관악구 시흥대로 578, 5층 502호 (신림동)",
18802,플란트인치과의원,치과의원,02-6953-2875,08700,"서울특별시 관악구 시흥대로 578, 5층 (신림동)",
