NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
4765,운서한의원,한의원,,22376,"인천광역시 중구 흰바위로 236, 307호 (운남동)",
4766,예스삼성소아청소년과의원,의원,032-752-9722,22376,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 4층 401호 (운서동)",
4767,예스서울치과의원,치과의원,032-7529728,22376,"인천광역시 중구 영종대로 184, 402호,403호 일부 (운서동)",
4768,예스율산부인과의원,의원,032-218-1007,22376,"인천광역시 중구 영종대로 184, 3층 301호 (운서동)",
4769,예스피부과의원,의원,032-752-9730,22376,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 4층 403 일부, 404, 405호 (운서동)",
4770,운서마루약국,약국,,22376,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 115호 (운서동)",
4771,동행약국,약국,032-752-0134,22376,"인천광역시 중구 영종대로162번길 20, 107호 (운서동)",
4772,참약사 운서365공항약국,약국,032-258-0169,22371,"인천광역시 중구 영종대로 124, 한정빌딩 1층 101호 (운서동)",
4773,보듬약국,약국,032-751-0660,22371,"인천광역시 중구 영종대로 118, 뉴에어포트오피스텔 102호 (운서동)",
4774,운서성모정형외과의원,의원,032-746-7725,22371,"인천광역시 중구 영종대로 118, 3층 (운서동)",
4775,스카이약국,약국,032-751-7341,22371,"인천광역시 중구 흰바위로 51, 롯데마트 3층 (운서동)",
4776,엘(L)-아름다운치과의원,치과의원,032-751-2275,22371,"인천광역시 중구 흰바위로 51, 3층 (운서동)",
4777,영종모래내한의원,한의원,032-724-9947,22371,"인천광역시 중구 흰바위로 51, 롯데마트 3층 309,910호 (운서동)",
4778,힐락암요양병원,요양병원,032-751-8370,22371,"인천광역시 중구 영종대로 106,  (운서동)",
4779,미소한의원,한의원,032-752-2008,22371,"인천광역시 중구 신도시남로 137, 3층 (운서동)",
4780,베스트이비인후과의원,의원,032-752-7582,22371,"인천광역시 중구 신도시남로 137, (운서동,화평빌딩 207호,208호일부)",
4781,서울메디칼약국,약국,032-751-6479,22371,"인천광역시 중구 신도시남로 137, 화평빌딩 (운서동)",
4782,신제일산부인과의원,의원,032-751-1119,22371,"인천광역시 중구 신도시남로 137, 화평빌딩 4층 401,402호 (운서동)",
4783,영종연세안과의원,의원,032-752-8272,22371,"인천광역시 중구 신도시남로 137, (운서동,화평빌딩 4층 (404, 405호))",
4784,온누리내과의원,의원,032-747-0470,22371,"인천광역시 중구 신도시남로 137, 2~3층 (운서동)",
4785,이플란트치과의원,치과의원,032-746-2804,22371,"인천광역시 중구 신도시남로 137, 3층 (운서동)",
4786,하늘그린약국,약국,032-752-3112,22371,"인천광역시 중구 신도시남로 137, 1층 (운서동)",
4787,해맑은의원,의원,032-751-6543,22371,"인천광역시 중구 신도시남로 137, 4층 (운서동)",
4788,영종삼성의원,의원,032-752-8275,22371,"인천광역시 중구 영종대로 100, (운서동, 신성하우스빌 5층)",
4789,노블치과의원,치과의원,032-746-2275,22371,"인천광역시 중구 흰바위로 41, 3층 (운서동)",
4790,참이비인후과의원,의원,032-746-7578,22371,"인천광역시 중구 흰바위로 41, 2층 (운서동)",
4791,해오름약국,약국,032-862-1911,22371,"인천광역시 중구 흰바위로 41, 2층 (운서동)",http://
4792,운서조은사람치과의원,치과의원,032-751-2877,22371,"인천광역시 중구 흰바위로 37, 영종프라자 401호 (운서동)",
4793,아가파의원,의원,032-746-1002,22371,"인천광역시 중구 흰바위로 31, 306호 (운서동, 에어로시티)",
4794,영종태평양약국,약국,032-746-1313,22371,"인천광역시 중구 흰바위로 31, 1층 (운서동)",
4795,이사랑치과의원,치과의원,032-751-2875,22371,"인천광역시 중구 흰바위로 31, 3층 (운서동)",
4796,장형주정신건강의학과의원,의원,032-214-8188,22371,"인천광역시 중구 흰바위로 31, 에어로시티 304호 (운서동)",
4797,주내과의원,의원,032-751-7582,22371,"인천광역시 중구 흰바위로 31, 2층 (운서동)",
4798,튼튼소아청소년과의원,의원,032-746-7588,22371,"인천광역시 중구 흰바위로 31, (운서동, 에어로시티 3층)",
4799,행림한의원,한의원,032-747-1075,22371,"인천광역시 중구 흰바위로 31, 3층 (운서동)",
4800,인하국제의원,의원,032-206-1888,22382,"인천광역시 중구 공항로424번길 84, (운서동)",
4801,영흥보건지소,보건지소,032-899-3187,23119,"인천광역시 옹진군 영흥면 영흥남로 449, 영흥보건지소",
4802,연세공항의원,의원,032-751-6119,22382,"인천광역시 중구 공항로424번길 66, (운서동, 엘지인천공항에클라트 비111호, 비112호 )",http://www.연세공항의원.kr/index.asp
4803,연세약국,약국,032-743-9500,22382,"인천광역시 중구 공항로424번길 66, 지하1층 117호 (운서동, LG인천공항에클라트)",
4804,엠케이(MK)의원,의원,032-729-5162,22382,"인천광역시 중구 영종해안남로321번길 186, 파라다이스시티 내 프라자 H201 (운서동)",
4805,오두보건진료소,보건진료소,032-937-6813,23047,"인천광역시 강화군 불은면 불은남로 293-1, (불은면)",
4806,신세계약국,약국,032-743-3399,22382,"인천광역시 중구 공항로 271, 인천국제공항역 지하1층 (운서동)",
4807,온수플러스치과의원,치과의원,937-7504,23050,"인천광역시 강화군 길상면 길상로 317, (길상면)",
4808,건플란트치과의원,치과의원,032-937-2872,23050,"인천광역시 강화군 길상면 온수길 23, 23",
4809,전등약국,약국,032-937-8219,23050,"인천광역시 강화군 길상면 온수길 23, (길상면)",
4810,길상의원,의원,032-937-5105,23050,"인천광역시 강화군 길상면 온수길 23, 2층",
4811,성심한의원,한의원,032-937-8122,23050,"인천광역시 강화군 길상면 강화동로 9, 삼천전력",
4812,길상보건지소,보건지소,937-0212,23050,"인천광역시 강화군 길상면 강화동로 15-1, (길상면)",
4813,온수의원,의원,032-937-6835,23050,"인천광역시 강화군 길상면 온수길36번길 2, (길상면)",
4814,유신약국,약국,032-937-0020,23050,"인천광역시 강화군 길상면 온수길36번길 2, (길상면)",
4815,강화요양병원,요양병원,032-937-0639,23048,"인천광역시 강화군 길상면 강화동로 181, (길상면)",
4816,길상한의원,한의원,937-8565,23050,"인천광역시 강화군 길상면 마니산로 53, (길상면)",
4817,인천광역시중구무의보건진료소,보건진료소,032-760-7694,22387,"인천광역시 중구 대무의로 310-11, (무의동, 무의보건진료소)",
4818,연리보건진료소,보건진료소,032-932-1412,23043,"인천광역시 강화군 선원면 연동로210번길 3, 3",
4819,W-store 스타약국,약국,032-743-3828,22382,"인천광역시 중구 공항로 272, (운서동, 인천국제공항여객터미널 3층)",
4820,밸런스약국,약국,032-743-0070,22382,"인천광역시 중구 공항로 272, 인천공항제2여객터미널 지하1층 (운서동)",
4821,옵티마프라자약국,약국,032-743-6789,22382,"인천광역시 중구 공항로 272, (운서동, 인천국제공항여객터미널 3층)",
4822,인천국제공항의원,의원,032-743-3119,22382,"인천광역시 중구 공항로 272, (운서동)",
4823,용정한의원,한의원,032-933-4048,23023,"인천광역시 강화군 강화읍 갑룡길 118, (강화읍)",
4824,불은보건지소,보건지소,937-4339,23046,"인천광역시 강화군 불은면 강화동로 562-3, (불은면)",
4825,인천국제공항 제2공항의원,의원,032-743-7080,22382,"인천광역시 중구 제2터미널대로 446, 지하1층 (운서동)",
4826,북도보건지소,보건지소,032-899-3181,23114,"인천광역시 옹진군 북도면 시도로86번길 78, (북도면)",
4827,선원보건지소,보건지소,933-4966,23043,"인천광역시 강화군 선원면 대문고개로 22, (선원면)",
4828,강화건강약국,약국,032-932-0249,23025,"인천광역시 강화군 강화읍 강화대로312번길 12, (강화읍)",
4829,의료법인해인의료재단 강화병원,병원,930-8146,23025,"인천광역시 강화군 강화읍 강화대로312번길 11, (강화읍)",http://wellnoo.hompynara.com
4830,보배약국,약국,032-933-0799,23027,"인천광역시 강화군 강화읍 중앙로 17-9, 강화풍물시장 C-30호",
4831,늘곁한의원,한의원,032-716-5975,23025,"인천광역시 강화군 강화읍 강화대로 334, 늘곁한의원 1층",
4832,강화본치과의원,치과의원,032-237-2875,23027,"인천광역시 강화군 강화읍 중앙로 9, 부경빌딩 1층(1~2호),3층",
4833,큰나무 의원,의원,032-233-7588,23027,"인천광역시 강화군 강화읍 중앙로 9, 9",
4834,큰샘온누리약국,약국,032-934-0700,23027,"인천광역시 강화군 강화읍 중앙로 9, 9",
4835,에바다의원,의원,033-933-0059,23037,"인천광역시 강화군 강화읍 중앙로 25, 25",
4836,강화연세안과의원,의원,934-7573,23037,"인천광역시 강화군 강화읍 중앙로 23, (강화읍)",
4837,경희새벽한의원,한의원,032-932-7582,23037,"인천광역시 강화군 강화읍 중앙로 23, (강화읍)",
4838,신세계약국,약국,032-934-5424,23037,"인천광역시 강화군 강화읍 중앙로 23, (강화읍)",
4839,연세치과의원,치과의원,934-4818,23037,"인천광역시 강화군 강화읍 중앙로 23, (강화읍)",
4840,인성의원,의원,932-4455,23037,"인천광역시 강화군 강화읍 중앙로 23, (인성의원)",
4841,강화약국,약국,032-934-5550,23037,"인천광역시 강화군 강화읍 중앙로 43, (강화읍)",
4842,서울치과의원,치과의원,933-2886,23037,"인천광역시 강화군 강화읍 중앙로 43, 2층 204호",
4843,마음튼튼의원,의원,,23037,"인천광역시 강화군 강화읍 중앙로 27, 성용프라자 3층",
4844,이화약국,약국,032-934-5534,23037,"인천광역시 강화군 강화읍 중앙로 27, (강화읍)",
4845,제일성모의원,의원,934-7576,23037,"인천광역시 강화군 강화읍 중앙로 27, (강화읍)",
4846,모던 한방약국,약국,032-934-7510,23037,"인천광역시 강화군 강화읍 중앙로 18, (강화읍)",
4847,이사랑치과의원,치과의원,934-7705,23037,"인천광역시 강화군 강화읍 중앙로 31, (금강빌딩)",
4848,강화신경외과의원,의원,032-934-2774,23037,"인천광역시 강화군 강화읍 중앙로 45, (강화읍)",
4849,메디팜 조은약국,약국,032-933-9422,23037,"인천광역시 강화군 강화읍 중앙로 45, 정우빌딩",
4850,서울경로치과의원,치과의원,032-933-2835,23037,"인천광역시 강화군 강화읍 강화대로 361, (강화읍)",
4851,자성한의원,한의원,032-719-8880,23037,"인천광역시 강화군 강화읍 중앙로 68, 강화농협 하나로마트 2층 203호",
4852,비에스종합병원,종합병원,032-290-0001,23037,"인천광역시 강화군 강화읍 충렬사로 31-0,  ",
4853,강화정문약국,약국,032-221-0014,23037,"인천광역시 강화군 강화읍 충렬사로 25, (강화읍)",
4854,더조은경희한의원,한의원,032-225-8275,23037,"인천광역시 강화군 강화읍 충렬사로 25, 남산빌딩 3층 303호",
4855,남산약국,약국,934-5670,23037,"인천광역시 강화군 강화읍 충렬사로 24, 1층",
4856,명인한의원,한의원,934-5806,23035,"인천광역시 강화군 강화읍 강화대로 375, (강화읍)",
4857,강화군보건소,보건소,032-930-4015,23037,"인천광역시 강화군 강화읍 충렬사로 26-1, 26",
4858,강화바른치과의원,치과의원,032-934-2823,23035,"인천광역시 강화군 강화읍 남문로 74, 2층",
4859,강화종로약국,약국,932-0497,23035,"인천광역시 강화군 강화읍 강화대로 387, 이레빌딩",
4860,강화튼튼신경외과의원,의원,032-934-8845,23035,"인천광역시 강화군 강화읍 강화대로 387, 이레빌딩(2층일부~3층전부)",
4861,경희한의원,한의원,933-7520,23035,"인천광역시 강화군 강화읍 강화대로 387, (강화읍)",
4862,제일한의원,한의원,933-0087,23035,"인천광역시 강화군 강화읍 신문길 4, (강화읍)",
4863,강화한의원,한의원,934-6336,23035,"인천광역시 강화군 강화읍 강화대로393번길 5, 103호,104호",
4864,서울미소치과의원,치과의원,032-934-8275,23031,"인천광역시 강화군 강화읍 강화대로 398, 398",
4865,본 의원,의원,933-8765,23035,"인천광역시 강화군 강화읍 강화대로 395, (준프라자빌딩)",
4866,이편한치과의원,치과의원,932-2275,23035,"인천광역시 강화군 강화읍 강화대로 395, 3층",
4867,임성식 내과의원,의원,932-3375,23035,"인천광역시 강화군 강화읍 강화대로 395, 준프라자 빌딩 3층",
4868,임용철마취통증의학과의원,의원,032-932-2486,23035,"인천광역시 강화군 강화읍 강화대로 395, 5층 502호 (준프라자빌딩)",
4869,하하약국,약국,032-932-7090,23035,"인천광역시 강화군 강화읍 강화대로 395, (준프라자 1층 103호 하하약국)",
4870,e-믿음약국,약국,032-323-1686,23031,"인천광역시 강화군 강화읍 강화대로 402, (강화읍)",
4871,수이비인후과의원,의원,933-7503,23031,"인천광역시 강화군 강화읍 강화대로 402, (강화읍)",
4872,경희백향한의원,한의원,032-932-1029,23031,"인천광역시 강화군 강화읍 강화대로404번길 4, 지상 1층",
4873,서울약국,약국,032-933-2280,23031,"인천광역시 강화군 강화읍 강화대로404번길 4, 서울약국",
4874,오치과의원,치과의원,933-2828,23031,"인천광역시 강화군 강화읍 강화대로404번길 4, (강화읍)",
4875,강화치과의원,치과의원,032-934-2804,23031,"인천광역시 강화군 강화읍 강화대로404번길 5, 6층",
4876,강화 탑치과의원,치과의원,032-933-2879,23035,"인천광역시 강화군 강화읍 강화대로 403, 2층",
4877,은화약국,약국,032-933-7570,23031,"인천광역시 강화군 강화읍 강화대로 404, (강화읍)",
4878,마리치과의원,치과의원,932-1295,23031,"인천광역시 강화군 강화읍 강화대로 410, (강화읍)",
4879,유여성 의원,의원,933-6080,23031,"인천광역시 강화군 강화읍 강화대로 410, 302호",
4880,현대내과의원,의원,934-4007,23031,"인천광역시 강화군 강화읍 강화대로 410, (정프라자)",
4881,재경약국,약국,032-934-4741,23031,"인천광역시 강화군 강화읍 강화대로 412, (강화읍)",
4882,중앙의원,의원,933-2678,23031,"인천광역시 강화군 강화읍 강화대로 412, (강화읍)",
4883,고려치과의원,치과의원,932-2875,23031,"인천광역시 강화군 강화읍 동문안길 9-1, (강화읍)",
4884,드림 소아청소년과의원,의원,934-1175,23031,"인천광역시 강화군 강화읍 동문안길 9-1, (강화읍)",
4885,새봄약국,약국,032-934-1514,23031,"인천광역시 강화군 강화읍 동문안길 9-1, 청원빌딩",
4886,유안과의원,의원,934-2164,23031,"인천광역시 강화군 강화읍 강화대로 412-1, (강화읍)",
4887,우리한의원,한의원,032-932-9330,23031,"인천광역시 강화군 강화읍 강화대로 416, (강화읍)",
4888,현대한의원,한의원,032-932-7570,23035,"인천광역시 강화군 강화읍 강화대로 413, 2층",
4889,진약국,약국,032-933-2012,23031,"인천광역시 강화군 강화읍 동문안길 6, (강화읍)",
4890,다나약국,약국,032-932-8575,23031,"인천광역시 강화군 강화읍 동문안길 3, (강화읍)",
4891,인천광역시중구용유보건지소,보건지소,032-760-8991,22384,"인천광역시 중구 마시란로 308-13, (남북동)",
4892,남궁내과의원,의원,934-2142,23031,"인천광역시 강화군 강화읍 강화대로 422, (강화읍)",
4893,감초약국,약국,032-934-6462,23033,"인천광역시 강화군 강화읍 강화대로 431, (강화읍)",
4894,감초한의원,한의원,032-934-2163,23033,"인천광역시 강화군 강화읍 청하동길9번길 7, (강화읍)",
4895,평생약국,약국,032-933-6511,23032,"인천광역시 강화군 강화읍 강화대로 440, (강화읍)",
4896,강화부부한의원,한의원,934-5533,23034,"인천광역시 강화군 강화읍 향나무길 22, (강화읍)",
4897,고래약국,약국,,22382,"인천광역시 중구 공항문화로 127, 인스파이어 1층 F-12A호 (운서동)",
4898,흥왕보건진료소,보건진료소,032-937-4554,23062,"인천광역시 강화군 화도면 해안남로 1916, 1916",
4899,화도보건지소,보건지소,937-0256,23060,"인천광역시 강화군 화도면 마니산로 703-14, (화도면)",
4900,채준환한의원,한의원,032-937-7574,23060,"인천광역시 강화군 화도면 마니산로 716, (화도면)",
4901,화도약국,약국,032-937-0777,23060,"인천광역시 강화군 화도면 마니산로 728, (화도면)",
4902,바다약국,약국,032-747-1134,22383,"인천광역시 중구 용유서로 298, (을왕동)",
4903,송해보건지소,보건지소,930-3546,23019,"인천광역시 강화군 송해면 전망대로 29, (송해면)",
4904,양도보건지소,보건지소,937-2104,23057,"인천광역시 강화군 양도면 강화남로 708-2, (양도면)",
4905,강화희망요양병원,요양병원,,23019,"인천광역시 강화군 송해면 강화대로 743, (송해면)",
4906,의료법인우진의료재단한길병원,요양병원,032-934-1191,23019,"인천광역시 강화군 송해면 강화대로 902, (송해면)",
4907,건평보건진료소,보건진료소,032-937-1510,23056,"인천광역시 강화군 양도면 건평로155번길 41, 41",
4908,부흥생명약국,약국,032-932-5918,23018,"인천광역시 강화군 내가면 강화서로 223, (내가면)",
4909,장봉보건지소,보건지소,032-899-3391,23111,"인천광역시 옹진군 북도면 장봉로 554, (북도면장봉출장소)",
4910,내가보건지소,보건지소,932-6015,23018,"인천광역시 강화군 내가면 강화서로 249, (내가면)",
4911,하점보건지소,보건지소,930-3544,23015,"인천광역시 강화군 하점면 강화대로 1220, (하점면)",
4912,바다약국,약국,032-933-0075,23054,"인천광역시 강화군 내가면 중앙로 1314-1, 1층",
4913,신삼보건진료소,보건진료소,032-933-1193,23016,"인천광역시 강화군 하점면 고려산로 506-2, 506",
4914,자월보건지소,보건지소,032-899-3186,23125,"인천광역시 옹진군 자월면 자월서로164번길 23, 자월보건지소",
4915,양사보건지소,보건지소,932-5506,23011,"인천광역시 강화군 양사면 전망대로 1391, (양사면)",
4916,매음보건진료소,보건진료소,032-932-3564,23007,"인천광역시 강화군 삼산면 어류정길 36, 36",
4917,황청보건진료소,보건진료소,032-932-2819,23017,"인천광역시 강화군 내가면 황청포구로 355, 355",
4918,옹진군자월면승봉보건진료소,보건진료소,032-832-7601,23127,"인천광역시 옹진군 자월면 승봉로 90-2, 승봉보건진료소",
4919,인화보건진료소,보건진료소,032-934-5583,23011,"인천광역시 강화군 양사면 서사길105번길 47, 47",
4920,해주병원,정신병원,032-933-7114,23015,"인천광역시 강화군 하점면 창후로 286, (하점면)",
4921,삼산보건지소,보건지소,932-3020,23005,"인천광역시 강화군 삼산면 삼산북로 439, (삼산면)",
4922,이작보건진료소,보건진료소,032-899-3120,23128,"인천광역시 옹진군 자월면 대이작로70번길 3-8, (자월면)",
4923,소이작보건진료소,보건진료소,032-832-3695,23128,"인천광역시 옹진군 자월면 소이작로42번길 5-2, 소이작 보건진료소",
4924,하리보건진료소,보건진료소,032-932-3653,23004,"인천광역시 강화군 삼산면 삼산북로 790, 790",
4925,상용보건진료소,보건진료소,032-932-4381,23001,"인천광역시 강화군 교동면 교동동로 208-3, (교동면)",
4926,주문보건지소,보건지소,930-3549,23008,"인천광역시 강화군 서도면 주문도1길6번길 7-1, (서도면)",
4927,교동보건지소,보건지소,930-3547,23002,"인천광역시 강화군 교동면 교동동로 485-13, (교동면)",http://www.ganghwa.go.kr
4928,교동약국,약국,032-933-8358,23002,"인천광역시 강화군 교동면 대룡안길 54-62, (교동면)",
4929,옹진군덕적면소야보건진료소,보건진료소,032-831-7874,23133,"인천광역시 옹진군 덕적면 소야로 257-1, 소야보건진료소",
4930,서검보건진료소,보건진료소,032-932-3928,23009,"인천광역시 강화군 삼산면 서검길 166-3, 166",
4931,삼선보건진료소,보건진료소,032-932-4808,23000,"인천광역시 강화군 교동면 교동북로 222-1, 222",
4932,난정보건진료소,보건진료소,032-934-7807,23003,"인천광역시 강화군 교동면 교동서로378번길 56-28, 56",
4933,볼음보건지소,보건지소,932-7104,23010,"인천광역시 강화군 서도면 볼음도길 174, 볼음보건지소",
4934,덕적보건지소,보건지소,032-899-3185,23130,"인천광역시 옹진군 덕적면 덕적남로 7-1, 덕적보건지소",
4935,옹진군덕적면서포리보건진료소,보건진료소,032-831-6665,23131,"인천광역시 옹진군 덕적면 덕적남로625번길 9, 서포보건진료소",
4936,문갑보건진료소,보건진료소,032-833-8373,23132,"인천광역시 옹진군 덕적면 문갑2길 16, 문갑보건진료소",
4937,울도보건진료소,보건진료소,032-858-9936,23136,"인천광역시 옹진군 덕적면 울도로 201, 울도보건진료소",
4938,옹진군덕적면백아보건진료소,보건진료소,032-834-9836,23135,"인천광역시 옹진군 덕적면 백아로 88, 백아보건진료소",
4939,소연평보건진료소,보건진료소,032-831-8985,23109,"인천광역시 옹진군 연평면 소연평로19번길 28, 소연평보건소",
4940,연평보건지소,보건지소,032-899-3182,23108,"인천광역시 옹진군 연평면 연평중앙로 34-22, (연평면)",
4941,공룡의원,의원,032-830-3169,23108,"인천광역시 옹진군 연평면 연평로137번길 47-8, 사서함202호",
4942,공룡치과의원,치과의원,032-830-3169,23108,"인천광역시 옹진군 연평면 연평로137번길 47-8, 연평장로교회 사서함 202호호",
4943,옹진군대청면소청보건진료소,보건진료소,032-836-3168,23106,"인천광역시 옹진군 대청면 소청동로71번길 3, 소청보건진료소",
4944,대청보건지소,보건지소,032-899-3184,23105,"인천광역시 옹진군 대청면 대청로 3, (대청면)",
4945,인천광역시의료원백령병원,병원,032-836-1731,23101,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",
4946,종로약국,약국,032-836-5225,23101,"인천광역시 옹진군 백령면 백령로 276-1, 혜원약국",
4947,흑룡의원,의원,032-837-6873,23103,"인천광역시 옹진군 백령면 백령로 831, (백령면)",
4948,흑룡치과의원,치과의원,,23103,"인천광역시 옹진군 백령면 백령로 831, (백령면)",
4949,흑룡한의원,한의원,,23103,"인천광역시 옹진군 백령면 백령로 831, (백령면)",
4950,백령보건지소,보건지소,032-899-3183,23103,"인천광역시 옹진군 백령면 백령로833번길 26-29, (백령면)",
4951,1층바로약국,약국,032-433-2990,22148,"인천광역시 미추홀구 경인로 372, 포레나 미추홀 201동 1017호 (주안동, 포레나 미추홀)",
4952,24인치의원,의원,032-502-7580,21394,"인천광역시 부평구 시장로 7, 6층 602호 (부평동)",
4953,365서울앞선치과의원,치과의원,032-228-2828,22133,"인천광역시 미추홀구 주안로 107, 5층 501, 502, 505, 506호 (주안동)",
4954,365아라약국,약국,032-719-3651,22866,"인천광역시 서구 이음5로 30, 연세프라자9 106호 (원당동)",
4955,365햇살약국,약국,032-555-7108,21030,"인천광역시 계양구 경명대로 1115, 인평프라자 106.107호 (계산동)",
4956,건강백세약국,약국,032-813-2273,21911,"인천광역시 연수구 학나래로6번길 6, (선학동)",
4957,건강희망약국,약국,032-568-1589,22636,"인천광역시 서구 완정로 153, 이레메디칼센타 101호 (왕길동)",
4958,검단365약국,약국,032-561-7890,22617,"인천광역시 서구 완정로178번길 1, 검단빌딩 102호 (마전동)",
4959,검단보령약국,약국,032-565-0022,22865,"인천광역시 서구 원당대로 1039, 태경타워 105,106호 (원당동)",
4960,검단본정형외과의원,의원,032-715-8314,22869,"인천광역시 서구 서로3로 112, 4층 401~408호 (당하동)",
4961,검단센트럴약국,약국,070-4848-4866,22869,"인천광역시 서구 이음3로 149, 위너스프라자 104호 (당하동)",
4962,검단종로약국,약국,,22865,"인천광역시 서구 이음5로 60, JS프라자 117, 118호 (원당동)",
4963,검단참사랑약국,약국,032-563-1407,22866,"인천광역시 서구 이음대로 388, ABM타워 112,113호 (원당동)",
4964,검단항외과의원,의원,032-565-7500,22866,"인천광역시 서구 이음5로 36, 4층 401~404호 (원당동)",
4965,계산역정형외과의원,의원,032-556-7979,21050,"인천광역시 계양구 경명대로 1090, 계산메가타운 601호~603호 (계산동)",
4966,계양연세마취통증의학과의원,의원,032-552-7579,21065,"인천광역시 계양구 오조산로 85, 경동빌딩 2층 일부호 (용종동)",
4967,고래약국,약국,032-271-3918,21362,"인천광역시 부평구 마장로324번길 8-19, 103호 (산곡동)",
4968,고래온누리약국,약국,032-710-1242,22002,"인천광역시 연수구 해돋이로152번길 9, 102,103호 (송도동)",
4969,공감과이해정신건강의학과의원,의원,032-245-7575,22001,"인천광역시 연수구 신송로 160, 3층 303호 (송도동)",
4970,구월솔약국,약국,032-463-3777,21565,"인천광역시 남동구 구월남로 174, 그랜드프라자 1층 114호 (구월동)",
4971,꼼꼼치과의원,치과의원,032-867-2875,22125,"인천광역시 미추홀구 석정로 411, 202호 (주안동)",
4972,나눔온누리약국,약국,032-543-7515,21012,"인천광역시 계양구 동양로 101, 104호 (동양동, 명일프라자)",
4973,나란이턱치과교정과의원,치과의원,032-330-2888,21388,"인천광역시 부평구 부평대로 67, 10층 (부평동)",
4974,남동온누리약국,약국,032-466-8802,21594,"인천광역시 남동구 장승남로33번길 9, 대동아파트상가 110동 1층 107,108호 (만수동)",
4975,내마음일등치과의원,치과의원,032-528-2828,21304,"인천광역시 부평구 청중로 61, 4층 (청천동)",
4976,논현센타약국,약국,032-432-6185,21653,"인천광역시 남동구 논고개로123번길 17, 116,117호 (논현동, 아이플렉스)",
4977,논현스타약국,약국,032-277-1711,21679,"인천광역시 남동구 논고개로 93, 보미리즌텔 110호 (논현동)",
4978,늘푸른약국,약국,425-8687,21503,"인천광역시 남동구 석정로 571, 102호 (간석동, 정은아파트)",
4979,다시봄날의원 서창점,의원,032-724-8724,21614,"인천광역시 남동구 서창남로 81, 투엠프라자 704,705,706,707호 (서창동)",
4980,다정약국,약국,032-833-1377,21949,"인천광역시 연수구 독배로40번길 47, 제일빌딩 1층 105호 (옥련동)",
4981,대명약국,약국,032-569-5213,22736,"인천광역시 서구 청라라임로 71, 111호 (연희동, 진영메디피아)",
4982,더바른성모내과의원(The바른성모내과의원),의원,032-568-8275,22869,"인천광역시 서구 이음3로 149, 위너스 프라자 5층 (당하동)",
4983,더케이365치과병원,치과병원,1555-3650,21060,"인천광역시 계양구 장제로 794, 동양빌딩 1~4층 (계산동)",
4984,더편항외과가정의학과의원,의원,032-424-0959,21679,"인천광역시 남동구 논고개로 93, 보미리즌텔 301,302,303,304,305호 (논현동)",
4985,데이뷰의원,의원,032-721-7960,21574,"인천광역시 남동구 인하로489번길 4, 맨하탄빌딩 6층 (구월동)",
4986,도화더본치과의원,치과의원,032-868-2828,22114,"인천광역시 미추홀구 숙골로 114, 우리타워 302호 (도화동)",
4987,도화본365의원,의원,032-721-7544,22101,"인천광역시 미추홀구 숙골로87번길 5, 204동 2-22~31호 (도화동, 더샵 인천스카이타워 2단지)",
4988,동아메디칼약국,약국,579-5793,22809,"인천광역시 서구 원적로 85, 우신프라자 309호 (가좌동)",
4989,동암센트럴약국,약국,032-268-8890,21443,"인천광역시 부평구 열우물로 90, 상가F동 1층 120호 (십정동, 더샵부평센트럴시티)",
4990,루원미소치과교정과 치과의원,치과의원,032-576-2879,22775,"인천광역시 서구 가정로 406, 308, 309호 (가정동, 루원지웰시티푸르지오)",
4991,루원튼튼365소아청소년과의원,의원,032-710-7524,22775,"인천광역시 서구 가정로 406, 225, 226, 227, 228-1호 (가정동, 루원지웰시티푸르지오)",
4992,리미트성형외과의원,의원,032-832-0112,22011,"인천광역시 연수구 하모니로178번길 6, 3층 309,310,311호 (송도동)",
4993,마음편한 치과교정과 치과의원,치과의원,032-502-2885,21389,"인천광역시 부평구 경원대로 1379, 4,5층 (부평동)",
4994,마음힐링의원,의원,032-567-5252,22866,"인천광역시 서구 이음5로 36, 더원타워 6층 604, 605호 일부호 (원당동)",
4995,만수더굿마취통증의학과의원,의원,032-473-7588,21539,"인천광역시 남동구 백범로 123, 상지프라자 2층 (만수동)",
4996,만수루약국,약국,032-465-6626,21594,"인천광역시 남동구 장승로 42-1, 1층 (만수동)",
4997,맑은뇌신경과의원,의원,032-428-7575,22133,"인천광역시 미추홀구 주안로 107, 603호, 604호 (주안동)",
4998,메디컬그린약국,약국,,22159,"인천광역시 미추홀구 남주길 150, 근린생활시설-2동 119호 (주안동, 힐스테이트 푸르지오 주안)",
4999,문화약국,약국,032-505-8558,21389,"인천광역시 부평구 부평대로 9, 문화드림빌 101,102호 (부평동)",
5000,뮤즈의원,의원,032-282-1681,22866,"인천광역시 서구 이음대로 388, ABM타워 4층 401~405호 (원당동)",https://geomdan.museclinic.co.kr/
5001,바른공감치과의원,치과의원,032-279-2879,22869,"인천광역시 서구 서로3로 104, 신화프라자 3층 303,304호 (당하동)",
5002,바른손치과의원,치과의원,032-881-2755,22348,"인천광역시 중구 연안부두로33번길 27, 2층 (항동7가)",
